,expiration_date,skew,kurt,atm_iv,lowest_iv,left_mean,right_mean,left_sigma,right_sigma,left_phi,right_phi,d25_iv_diff,F,a0L,a1L,a0R,a1R,right_edge,start_left_phi,start_right_phi,return0,return1,iv_diff
2023-05-05,2023-05-12,0.05,2.8,0.4708313562710063,0.4707565758534342,-28680.800793061375,29390.091465541962,600.779285726886,1036.573087321173,-0.17060456241877453,-0.05296841524583795,1.1534112765980329,29496.90874900451,0.01,0.03,0.95,0.98,88490,-0.1,0,0.006594002194941738,-0.0734838339533317,7.478041757208453e-05
2023-05-12,2023-05-19,-0.49,4.31,0.47112290877545315,0.47043127240766125,-26554.560051283144,26535.659900606603,1036.5174549945068,890.5072001267902,-0.12160532518263684,-0.08459060934539583,0.013918297504099064,26559.984600598247,0.01,0.03,0.95,0.98,79679,-0.1,0,-0.09636439968801777,-0.0032814088494992236,0.0006916363677919035
2023-05-19,2023-05-26,-0.22,3.58,0.39911081341995724,0.39779775900963804,-26351.7885572136,26812.845629082614,541.7563272067407,716.9585534886537,-0.16572211439482162,-0.0696495656051783,0.47574791132404454,26745.339347739933,0.01,0.03,0.95,0.98,80236,-0.1,0,0.003176512076517088,-0.004310338616862024,0.0013130544103192032
2023-06-09,2023-06-16,-0.37,4.46,0.37399706899728674,0.37118320576617164,-26287.118207511638,26667.288950474,616.1078835546663,557.2265325840908,-0.14952830672578346,-0.1175455027772809,0.08613108846987638,26388.67782633041,0.01,0.03,0.95,0.98,79166,-0.1,0,-0.028474533803848616,-0.0058141525032548375,0.002813863231115099
2023-06-16,2023-06-23,-0.86,4.49,0.40137766007375647,0.399147503023083,-26374.833147446774,26069.90791023271,841.4353406732292,838.6359434288348,-0.11936467610390092,0.022366526719112687,0.022143564308786556,26213.561093308283,0.01,0.03,0.95,0.98,78640,-0.1,0,-0.005028142385096518,0.18135462621098358,0.002230157050673476
2023-06-23,2023-06-30,0.22,2.89,0.5205659672476269,0.52009110033901,-30391.009037182444,30710.394998911514,941.2300156695876,1129.1215330479115,-0.10114459386810207,-0.08817181289301533,0.10254740430272835,30766.86887080373,0.01,0.03,0.95,0.98,92300,-0.1,0,0.1526091083420091,0.019454223831893384,0.00047486690861697767
2023-07-07,2023-07-14,-0.39,3.7,0.42377966388130606,0.42107593720432895,-29114.25452360442,29867.684909282918,553.6773667553147,932.1032158625998,-0.2047199348598212,-0.020061068484248115,0.8405746510284526,29831.959383451933,0.01,0.03,0.95,0.98,89495,-0.1,0,-0.004186028074641292,0.013838712212312813,0.002703726676977103
2023-07-14,2023-07-21,-0.33,2.64,0.41735458898820976,0.41345514420913926,-29398.818057816214,29905.677995781523,653.7243631512515,948.6186855592814,-0.15062978333011373,-0.0008285309730583534,1.39091472839742,29891.693735181463,0.01,0.03,0.95,0.98,89675,-0.1,0,-0.0010778693128903464,-0.050617469481581225,0.0038994447790705045
2023-07-21,2023-07-28,-0.98,7.2,0.393642190106141,0.38368413988272043,-28496.00906398637,29351.994182844734,441.09690443667614,858.6296631106438,-0.2798949657844314,0.02002037862226677,0.5862900260683968,29265.17530041445,0.01,0.03,0.95,0.98,87795,-0.1,0,-0.013627669890550987,-0.016438400042645792,0.009958050223420556
2023-08-04,2023-08-11,-0.36,2.69,0.3110048713251197,0.31033231362077857,-30196.61899881902,28846.10779994387,1303.6140545941507,621.4703414500402,0.04317082069656321,-0.05484303279515705,0.27299486001316803,28815.584915973028,0.01,0.03,0.95,0.98,86446,-0.1,0,-0.006851178803667674,0.007928436910088425,0.000672557704341159
2023-08-11,2023-08-18,-0.8,7.81,0.2940344155924037,0.2909405731290758,-28563.274217342117,29101.400542773685,366.27737126061766,560.3432147020014,-0.24643342380315963,-0.05262855030410053,0.2683355991005793,28989.930691392696,0.01,0.03,0.95,0.98,86969,-0.1,0,0.010660498639325321,-0.12271816943636624,0.0030938424633278894
2023-08-18,2023-08-25,-0.24,1.96,0.5476682979842917,0.5405905249480172,-25197.5943384598,25870.646585439266,715.8066725013947,1109.986193087785,-0.14141249577076964,0.012439587633025377,1.717787669167391,25875.079312142825,0.01,0.03,0.95,0.98,77625,-0.1,0,-0.12170800967119119,-0.02138894851004121,0.007077773036274548
2023-09-08,2023-09-15,-0.82,3.63,0.3447184614256247,0.3246013506425254,-25479.99618320498,25521.19824304969,631.8263012397332,605.1073193643088,-0.1142174404484401,0.03053698358096432,0.11931650514136627,25373.879151327812,0.01,0.03,0.95,0.98,76121,-0.1,0,0.004078470269647753,0.013054768697830855,0.0201171107830993
2023-09-15,2023-09-22,-0.87,4.29,0.3391018478160676,0.32202897227929445,-26240.04769013312,26291.348101804535,628.9599612347257,604.9823023027907,-0.12893160270949042,0.017308735873163415,0.09598986079523536,26142.277134102165,0.01,0.03,0.95,0.98,78426,-0.1,0,0.026262923831324104,0.002162219193309018,0.01707287553677317
2023-09-22,2023-09-29,-0.95,4.48,0.3588442742631714,0.3313447672932548,-25628.32571198773,25888.34538703412,568.0659625491248,699.5306147787269,-0.15754028658801097,0.07952226564652928,0.5640230608981375,25769.765454871573,0.01,0.03,0.95,0.98,77309,-0.1,0,-0.0007465194583712255,0.012674493989736635,0.0274995069699166
2023-10-06,2023-10-13,-0.5,3.08,0.3141541634344239,0.30831474761810157,-27606.400671164163,27817.026683567354,541.0263331385457,607.7270831084994,-0.12963005231042235,-0.011750768698531125,0.14218467721678651,27722.030722442683,0.01,0.03,0.95,0.98,83166,-0.1,0,0.03735541613148487,-0.02020949011038997,0.0058394158163223575
2023-10-13,2023-10-20,-0.42,3.33,0.33761199849200196,0.3344970337672375,-26295.98035973886,26674.768689814366,463.10009228690774,658.1092322945163,-0.16533320977217258,-0.011761952067542988,0.40265649191657593,26639.42767866455,0.01,0.03,0.95,0.98,79918,-0.1,0,-0.039028114869388106,0.10320966930663747,0.0031149647247644685
2023-10-20,2023-10-27,-0.34,2.8,0.3980816444044683,0.3938231062589917,-28871.211771010487,29356.975263382017,629.5217363328122,830.6409618534691,-0.14644107948560386,-0.02236512881728126,0.6360732353675891,29274.752542452752,0.01,0.03,0.95,0.98,87824,-0.1,0,0.09939142937731743,0.16580487939428418,0.004258538145476609
2023-11-03,2023-11-10,-0.37,3.92,0.4634437028520934,0.4611325741757236,-33561.099130993316,34298.344718759196,726.4266490879513,1137.2794434735029,-0.19899439654824963,-0.03797116300331314,0.45784602294547405,34298.55602486653,0.01,0.03,0.95,0.98,102895,-0.1,0,0.02404385016481192,0.06535950136557711,0.002311128676369789
2023-11-10,2023-11-17,0.08,1.8,0.5416186026910933,0.5415907430756047,-36187.76233752095,36553.91705020266,1102.1008405424109,1613.2758789360369,-0.09340572929489996,-0.014102316943158031,0.6721243178052292,36892.58423010349,0.01,0.03,0.95,0.98,110677,-0.1,0,0.07181388187100149,-0.0023782313935322673,2.7859615488567968e-05
2023-11-17,2023-11-24,-0.7,5.85,0.5010358949433172,0.4950641838364999,-35010.44428700891,36524.52243416777,624.0086687957181,1251.9118009798417,-0.30146446988745557,-0.041094680108450646,0.7384717496141229,36362.020849970184,0.01,0.03,0.95,0.98,109086,-0.1,0,-0.018608529457005973,0.0419693772410085,0.005971711106817323
2023-12-08,2023-12-15,-0.01,1.49,0.4748358041458164,0.4744960355467896,-44249.32823003353,43903.07015833477,1473.6648218666867,1703.9134742553397,-0.03535699129783315,0.005789693352537047,0.4808812998378461,44292.41461258391,0.01,0.03,0.95,0.98,132877,-0.1,0,0.13268067886353105,-0.03128517176888357,0.0003397685990267907
2023-12-15,2023-12-22,-0.31,2.52,0.44006412925854643,0.4347863057888772,-41135.45504656077,41641.83773120527,1063.4241889029604,1321.1271426936682,-0.12528848560145142,-0.017632557441083822,0.6480225799904682,41573.68427471094,0.01,0.03,0.95,0.98,124721,-0.1,0,-0.051821286628915005,0.021768093721382362,0.005277823469669207
2023-12-22,2023-12-29,-0.08,2.94,0.43200579711958237,0.43118424740888334,-43033.51595703408,43975.786801800816,939.1044345570538,1290.7197136402315,-0.15362961039283263,-0.06848853062100108,0.6448489507784808,43866.15983256282,0.01,0.03,0.95,0.98,131598,-0.1,0,0.04723880979654332,-0.041781157073425376,0.0008215497106990322
2024-01-05,2024-01-12,-0.14,2.22,0.8044901725010218,0.801987715291196,-42218.19606268957,43416.84463782879,1630.2573148198617,2847.5156586139838,-0.16910060283928666,-0.0030719145662342524,0.9764469226687754,43995.95501613688,0.01,0.03,0.95,0.98,131987,-0.1,0,0.048220003098151144,-0.0314833253169438,0.0025024572098258924
2024-01-12,2024-01-19,-0.43,3.02,0.5744872699559511,0.559420418611742,-42216.21606476388,42937.679859665775,1385.489630572953,1638.5717915026112,-0.14383876511846147,-0.0341033881892017,0.5955641238830277,42699.95705955063,0.01,0.03,0.95,0.98,128099,-0.1,0,-0.031347872179558374,-0.10646924011535899,0.015066851344209153
2024-01-19,2024-01-26,-0.83,5.27,0.4847564763534724,0.469917101648488,-39435.96434569813,40924.58363625237,745.5890576804034,1551.1184857202184,-0.2741147024224082,0.04083044317895555,0.9063704725491517,40848.1965250122,0.01,0.03,0.95,0.98,122544,-0.1,0,-0.026616598387725333,0.011930241697262225,0.01483937470498442
2024-02-16,2024-02-23,-0.18,2.87,0.5049467024217157,0.5040625988184321,-49804.470056106555,51509.32907898599,1027.0565915668121,2026.4571362356864,-0.20814049934395545,-0.01632825639030907,1.0580990952067424,51620.53472385223,0.01,0.03,0.95,0.98,154861,-0.1,0,0.10065888065262145,-0.022137211858999105,0.0008841036032836147
2024-03-08,2024-03-15,4.04,21.39,0.7059984819499263,0.6992779196408877,-66199.53745477644,72194.15057079299,1984.960464459018,524.3090964628568,-0.163495784936857,-1.92247131551966,0.292474989810351,68878.70588718636,0.01,0.03,0.95,0.98,206636,-0.1,0,0.08796101668851866,0.03927456795706575,0.0067205623090386135
2024-03-15,2024-03-22,-0.21,2.27,0.7554868977833604,0.7536428650794892,-66976.68580681884,68264.2009358391,2456.766569824331,4312.174442094334,-0.1650967460934648,0.018188005585592637,0.7240784931037932,69353.69753084578,0.01,0.03,0.95,0.98,208061,-0.1,0,0.019992084499845006,-0.11244243099909246,0.0018440327038712345
2024-04-05,2024-04-12,-0.19,2.05,0.6195800455229353,0.6131704311498418,-65764.79214027573,66946.90262796727,2362.8239353158633,3136.405461659744,-0.11635634768507347,-0.010314625694081599,0.7559464000400281,67023.66497720138,0.01,0.03,0.95,0.98,201070,-0.1,0,-0.029491394860317877,-0.02022541383891982,0.0064096143730935085
